act,run,variant,row,fve_A,fve_B,fve_C,fve_D,cos_A_sae_orig_vs_orig,cos_B_ar_vs_orig,cos_C_sae_ar_vs_ar,cos_D_sae_ar_vs_orig,n_orig,n_ar,n_shared,n_lost,n_invented,jaccard,control_jaccard,weighted_kept,n_tokens,n_chars,split_method,cjk,untagged
46,1,,417,0.531322,0.634593,0.712979,0.411216,0.993387,0.994844,0.995950,0.991692,75,57,36,39,21,0.375000,0.047619,0.669387,,,,False,False
46,2,,417,0.531322,0.725037,0.741130,0.465637,0.993387,0.996120,0.996347,0.992460,75,56,41,34,15,0.455556,0.062500,0.759058,,,,False,False
46,3,,417,0.531322,0.743115,0.730586,0.475537,0.993387,0.996376,0.996199,0.992600,75,57,39,36,18,0.419355,0.062069,0.714220,,,,False,False
46,4,,417,0.531322,0.726590,0.727182,0.435896,0.993387,0.996142,0.996150,0.992040,75,50,37,38,13,0.420455,0.065217,0.697681,,,,False,False
47,0,,421,0.372183,0.694335,0.548747,0.238689,0.991141,0.995687,0.993633,0.989257,162,109,80,82,29,0.418848,0.032110,0.574990,,,,False,False
47,1,,421,0.372183,0.698741,0.615598,0.258918,0.991141,0.995749,0.994576,0.989543,162,101,83,79,18,0.461111,0.033333,0.594235,,,,False,False
47,2,,421,0.372183,0.697922,0.612364,0.262403,0.991141,0.995738,0.994530,0.989592,162,97,79,83,18,0.438889,0.039024,0.571023,,,,False,False
47,3,,421,0.372183,0.756450,0.554742,0.276565,0.991141,0.996563,0.993717,0.989792,162,108,87,75,21,0.475410,0.027523,0.615502,,,,False,False
47,4,,421,0.372183,0.683819,0.600470,0.236414,0.991141,0.995539,0.994363,0.989225,162,96,76,86,20,0.417582,0.024155,0.556908,,,,False,False
48,0,,439,0.534490,0.587033,0.719621,0.340193,0.993432,0.994173,0.996043,0.990690,174,115,71,103,44,0.325688,0.036036,0.521628,,,,False,False
48,1,,439,0.534490,0.566089,0.712170,0.324868,0.993432,0.993878,0.995939,0.990474,174,110,69,105,41,0.320930,0.036866,0.521580,,,,False,False
48,2,,439,0.534490,0.592495,0.700283,0.337123,0.993432,0.994250,0.995771,0.990647,174,109,68,106,41,0.316279,0.037037,0.507227,,,,False,False
48,3,,439,0.534490,0.613001,0.702163,0.350296,0.993432,0.994539,0.995797,0.990833,174,114,74,100,40,0.345794,0.026906,0.539455,,,,False,False
48,4,,439,0.534490,0.643913,0.715570,0.377275,0.993432,0.994975,0.995986,0.991213,174,134,85,89,49,0.381166,0.033195,0.579677,,,,False,False
49,0,,451,0.755251,0.785028,0.852095,0.687093,0.996546,0.996967,0.997913,0.995585,73,70,45,28,25,0.459184,0.042945,0.815955,,,,False,False
49,1,,451,0.755251,0.801254,0.855552,0.686043,0.996546,0.997196,0.997962,0.995570,73,64,47,26,17,0.522222,0.044586,0.819717,,,,False,False
49,2,,451,0.755251,0.799812,0.849705,0.690682,0.996546,0.997175,0.997879,0.995635,73,68,47,26,21,0.500000,0.043478,0.828006,,,,False,False
49,3,,451,0.755251,0.787283,0.856724,0.688888,0.996546,0.996999,0.997978,0.995610,73,65,47,26,18,0.516484,0.044304,0.818414,,,,False,False
49,4,,451,0.755251,0.819241,0.852138,0.700079,0.996546,0.997449,0.997913,0.995768,73,64,46,27,18,0.505495,0.037975,0.823895,,,,False,False
